  10000.  3.28371389E-05  2.34433764E-06
  10022.041  3.26800327E-05  2.32514549E-06
  10044.1299  3.25236761E-05  2.30610749E-06
  10066.2676  3.23680651E-05  2.28722502E-06
  10088.4541  3.22119013E-05  2.26849147E-06
  10110.6895  3.205549E-05  2.24990004E-06
  10132.9746  3.18998354E-05  2.2314648E-06
  10155.3066  3.17449412E-05  2.21317805E-06
  10177.6914  3.15907637E-05  2.19503954E-06
  10200.123  3.14373538E-05  2.17705428E-06
  10222.6045  3.12846714E-05  2.15921295E-06
  10245.1348  3.11321382E-05  2.14151623E-06
  10267.7168  3.09787611E-05  2.12394639E-06
  10290.3477  3.08261442E-05  2.10652456E-06
  10313.0273  3.06742695E-05  2.08924234E-06
  10335.7578  3.0523137E-05  2.07210542E-06
  10358.5391  3.03727265E-05  2.05510514E-06
  10381.3691  3.02230601E-05  2.03824538E-06
  10404.251  3.00741194E-05  2.0215266E-06
  10427.1816  2.9923176E-05  2.00492627E-06
  10450.1641  2.97729475E-05  1.98846465E-06
  10473.1963  2.96234593E-05  1.97213581E-06
  10496.2803  2.94747042E-05  1.95594066E-06
  10519.4141  2.93266985E-05  1.93988217E-06
  10542.6006  2.91794076E-05  1.92395146E-06
  10565.8369  2.90328571E-05  1.90815558E-06
  10589.124  2.88844403E-05  1.89247464E-06
  10612.4629  2.87356779E-05  1.87692081E-06
  10635.8525  2.8587654E-05  1.86149236E-06
  10659.2949  2.8440385E-05  1.8461933E-06
  10682.7891  2.82938454E-05  1.8310169E-06
  10706.334  2.81480498E-05  1.81596567E-06
  10729.9316  2.80029944E-05  1.80104075E-06
  10753.5811  2.7856473E-05  1.78622975E-06
  10777.2832  2.77076069E-05  1.77153458E-06
  10801.0361  2.75595121E-05  1.75695766E-06
  10824.8428  2.74121703E-05  1.74250044E-06
  10848.7012  2.72656107E-05  1.72816567E-06
  10872.6123  2.71197969E-05  1.71394549E-06
  10896.5752  2.69747525E-05  1.69984582E-06
  10920.5928  2.68293825E-05  1.68585689E-06
  10944.6621  2.66773877E-05  1.67197436E-06
  10968.7842  2.65261951E-05  1.65820325E-06
  10992.96  2.6375812E-05  1.64454548E-06
  11017.1895  2.62262529E-05  1.63100253E-06
  11041.4717  2.60774887E-05  1.61756907E-06
  11065.8076  2.59295393E-05  1.60424884E-06
  11090.1973  2.57823704E-05  1.59103593E-06
  11114.6416  2.56222629E-05  1.57792101E-06
  11139.1377  2.5460371E-05  1.56490921E-06
  11163.6885  2.52994269E-05  1.55200746E-06
  11188.2949  2.51393776E-05  1.53920939E-06
  11212.9541  2.49802524E-05  1.52651694E-06
  11237.668  2.4822064E-05  1.51393203E-06
  11262.4375  2.46647523E-05  1.50144774E-06
  11287.2598  2.44808944E-05  1.48906224E-06
  11312.1377  2.42757305E-05  1.47677031E-06
  11337.0703  2.40718982E-05  1.46457978E-06
  11362.0576  2.38694302E-05  1.4524926E-06
  11387.1006  2.36682299E-05  1.4405025E-06
  11412.1973  2.34683866E-05  1.42861415E-06
  11437.3506  2.32697985E-05  1.41682131E-06
  11462.5596  2.27904857E-05  1.40512941E-06
  11487.8232  2.15310174E-05  1.39353358E-06
  11513.1436  2.02821739E-05  1.38203359E-06
  11538.5186  1.90443898E-05  1.37063114E-06
  11563.9512  1.78421305E-05  3.56489409E-06
  11589.4375  1.92975785E-05  3.53534256E-06
  11614.9814  2.07405465E-05  3.50602909E-06
  11640.582  2.21704613E-05  3.47695823E-06
  11666.2383  2.22230392E-05  3.4481302E-06
  11691.9521  2.22416311E-05  3.41953387E-06
  11717.7217  2.22595809E-05  3.39118174E-06
  11743.5479  2.22769959E-05  3.36305834E-06
  11769.4307  2.22937779E-05  3.33517482E-06
  11795.3721  2.23100287E-05  3.30751573E-06
  11821.3691  2.23257102E-05  3.28008628E-06
  11847.4229  2.22950512E-05  3.25289193E-06
  11873.5361  2.2243561E-05  3.22591677E-06
  11899.7061  2.21920745E-05  3.19917126E-06
  11925.9336  2.21406299E-05  3.17264198E-06
  11952.2188  2.20891943E-05  3.14633826E-06
  11978.5615  2.20378024E-05  3.12024758E-06
  12004.9639  2.19864305E-05  3.09437269E-06
  12031.4229  2.19273443E-05  3.06872016E-06
  12057.9414  2.18568766E-05  3.04327773E-06
  12084.5176  2.17866018E-05  3.01805153E-06
  12111.1523  2.17165307E-05  2.99302974E-06
  12137.8457  2.16466433E-05  2.96822122E-06
  12164.5986  2.15769596E-05  2.94361257E-06
  12191.4102  2.15074724E-05  2.91920765E-06
  12218.2812  2.14370193E-05  2.89500917E-06
  12245.21  2.13576259E-05  2.87100011E-06
  12272.1992  2.12785089E-05  2.84719476E-06
  12299.248  2.11996776E-05  2.82358155E-06
  12326.3564  2.11211209E-05  2.8001698E-06
  12353.5244  2.10428552E-05  2.77694699E-06
  12380.751  2.09648661E-05  2.75392199E-06
